"","location_name","wk_end_date","value"
"82","Colorado",2022-10-15,5
"83","Colorado",2022-10-22,15
"84","Colorado",2022-10-29,32
"85","Colorado",2022-11-05,32
"86","Colorado",2022-11-12,61
"87","Colorado",2022-11-19,114
"88","Colorado",2022-11-26,157
"89","Colorado",2022-12-03,160
"90","Colorado",2022-12-10,252
"91","Connecticut",2022-09-03,4
"92","Connecticut",2022-09-10,3
"93","Connecticut",2022-09-17,4
"94","Connecticut",2022-09-24,3
"95","Connecticut",2022-10-01,2
"96","Connecticut",2022-10-08,3
"97","Connecticut",2022-10-15,9
"98","Connecticut",2022-10-22,9
"99","Connecticut",2022-10-29,37
"100","Connecticut",2022-11-05,41
"101","Connecticut",2022-11-12,58
"102","Connecticut",2022-11-19,104
"103","Connecticut",2022-11-26,199
"104","Connecticut",2022-12-03,424
"105","Connecticut",2022-12-10,469
"106","Delaware",2022-09-03,3
"107","Delaware",2022-09-10,0
"108","Delaware",2022-09-17,2
"109","Delaware",2022-09-24,0
"110","Delaware",2022-10-01,0
"111","Delaware",2022-10-08,0
"112","Delaware",2022-10-15,0
"113","Delaware",2022-10-22,1
"114","Delaware",2022-10-29,4
"115","Delaware",2022-11-05,11
"116","Delaware",2022-11-12,15
"117","Delaware",2022-11-19,53
"118","Delaware",2022-11-26,48
"119","Delaware",2022-12-03,79
"120","Delaware",2022-12-10,39
"121","District of Columbia",2022-09-03,0
"122","District of Columbia",2022-09-10,0
"123","District of Columbia",2022-09-17,0
"124","District of Columbia",2022-09-24,1
"125","District of Columbia",2022-10-01,0
"126","District of Columbia",2022-10-08,1
"127","District of Columbia",2022-10-15,2
"128","District of Columbia",2022-10-22,8
"129","District of Columbia",2022-10-29,11
"130","District of Columbia",2022-11-05,36
"131","District of Columbia",2022-11-12,44
"132","District of Columbia",2022-11-19,35
"133","District of Columbia",2022-11-26,70
"134","District of Columbia",2022-12-03,56
"135","District of Columbia",2022-12-10,43
"136","Florida",2022-09-03,70
"137","Florida",2022-09-10,60
"138","Florida",2022-09-17,78
"139","Florida",2022-09-24,81
"140","Florida",2022-10-01,77
"141","Florida",2022-10-08,110
"142","Florida",2022-10-15,105
"143","Florida",2022-10-22,125
"144","Florida",2022-10-29,260
"145","Florida",2022-11-05,304
"146","Florida",2022-11-12,490
"147","Florida",2022-11-19,504
"148","Florida",2022-11-26,803
"149","Florida",2022-12-03,892
"150","Florida",2022-12-10,811
"151","Georgia",2022-09-03,22
"152","Georgia",2022-09-10,38
"153","Georgia",2022-09-17,36
"154","Georgia",2022-09-24,39
"155","Georgia",2022-10-01,54
"156","Georgia",2022-10-08,87
"157","Georgia",2022-10-15,113
"158","Georgia",2022-10-22,119
"159","Georgia",2022-10-29,176
"160","Georgia",2022-11-05,217
"161","Georgia",2022-11-12,250
"162","Georgia",2022-11-19,193
"163","Georgia",2022-11-26,251
"164","Georgia",2022-12-03,252
"165","Georgia",2022-12-10,187
"166","Hawaii",2022-09-03,2
"167","Hawaii",2022-09-10,1
"168","Hawaii",2022-09-17,2
"169","Hawaii",2022-09-24,3
"170","Hawaii",2022-10-01,5
"171","Hawaii",2022-10-08,4
"172","Hawaii",2022-10-15,6
"173","Hawaii",2022-10-22,4
"174","Hawaii",2022-10-29,6
"175","Hawaii",2022-11-05,8
"176","Hawaii",2022-11-12,25
"177","Hawaii",2022-11-19,10
"178","Hawaii",2022-11-26,12
"179","Hawaii",2022-12-03,12
"180","Hawaii",2022-12-10,10
"181","Idaho",2022-09-03,3
"182","Idaho",2022-09-10,0
"183","Idaho",2022-09-17,1
"184","Idaho",2022-09-24,3
"185","Idaho",2022-10-01,2
"186","Idaho",2022-10-08,1
"187","Idaho",2022-10-15,1
"188","Idaho",2022-10-22,1
"189","Idaho",2022-10-29,1
"190","Idaho",2022-11-05,20
"191","Idaho",2022-11-12,14
"192","Idaho",2022-11-19,60
"193","Idaho",2022-11-26,155
"194","Idaho",2022-12-03,189
"195","Idaho",2022-12-10,140
"196","Illinois",2022-09-03,10
"197","Illinois",2022-09-10,3
"198","Illinois",2022-09-17,5
"199","Illinois",2022-09-24,16
"200","Illinois",2022-10-01,11
"201","Illinois",2022-10-08,11
"202","Illinois",2022-10-15,31
"203","Illinois",2022-10-22,45
"204","Illinois",2022-10-29,104
"205","Illinois",2022-11-05,181
"206","Illinois",2022-11-12,276
"207","Illinois",2022-11-19,447
"208","Illinois",2022-11-26,915
"209","Illinois",2022-12-03,1054
"210","Illinois",2022-12-10,921
"211","Indiana",2022-09-03,22
"212","Indiana",2022-09-10,27
"213","Indiana",2022-09-17,26
"214","Indiana",2022-09-24,34
"215","Indiana",2022-10-01,33
"216","Indiana",2022-10-08,51
"217","Indiana",2022-10-15,57
"218","Indiana",2022-10-22,72
"219","Indiana",2022-10-29,102
"220","Indiana",2022-11-05,149
"221","Indiana",2022-11-12,141
"222","Indiana",2022-11-19,264
"223","Indiana",2022-11-26,505
"224","Indiana",2022-12-03,826
"225","Indiana",2022-12-10,874
"226","Iowa",2022-09-03,3
"227","Iowa",2022-09-10,0
"228","Iowa",2022-09-17,1
"229","Iowa",2022-09-24,7
"230","Iowa",2022-10-01,5
"231","Iowa",2022-10-08,5
"232","Iowa",2022-10-15,7
"233","Iowa",2022-10-22,10
"234","Iowa",2022-10-29,19
"235","Iowa",2022-11-05,16
"236","Iowa",2022-11-12,23
"237","Iowa",2022-11-19,37
"238","Iowa",2022-11-26,139
"239","Iowa",2022-12-03,203
"240","Iowa",2022-12-10,239
"241","Kansas",2022-09-03,3
"242","Kansas",2022-09-10,0
"243","Kansas",2022-09-17,0
"244","Kansas",2022-09-24,1
"245","Kansas",2022-10-01,5
"246","Kansas",2022-10-08,5
"247","Kansas",2022-10-15,7
"248","Kansas",2022-10-22,16
"249","Kansas",2022-10-29,20
"250","Kansas",2022-11-05,37
"251","Kansas",2022-11-12,49
"252","Kansas",2022-11-19,68
"253","Kansas",2022-11-26,187
"254","Kansas",2022-12-03,300
"255","Kansas",2022-12-10,262
"256","Kentucky",2022-09-03,6
"257","Kentucky",2022-09-10,19
"258","Kentucky",2022-09-17,3
"259","Kentucky",2022-09-24,11
"260","Kentucky",2022-10-01,3
"261","Kentucky",2022-10-08,10
"262","Kentucky",2022-10-15,23
"263","Kentucky",2022-10-22,15
"264","Kentucky",2022-10-29,66
"265","Kentucky",2022-11-05,139
"266","Kentucky",2022-11-12,227
"267","Kentucky",2022-11-19,313
"268","Kentucky",2022-11-26,603
"269","Kentucky",2022-12-03,807
"270","Kentucky",2022-12-10,708
"271","Louisiana",2022-09-03,6
"272","Louisiana",2022-09-10,19
"273","Louisiana",2022-09-17,18
"274","Louisiana",2022-09-24,23
"275","Louisiana",2022-10-01,38
"276","Louisiana",2022-10-08,43
"277","Louisiana",2022-10-15,82
"278","Louisiana",2022-10-22,97
"279","Louisiana",2022-10-29,188
"280","Louisiana",2022-11-05,170
"281","Louisiana",2022-11-12,167
"282","Louisiana",2022-11-19,177
"283","Louisiana",2022-11-26,240
"284","Louisiana",2022-12-03,294
"285","Louisiana",2022-12-10,253
"286","Maine",2022-09-03,0
"287","Maine",2022-09-10,0
"288","Maine",2022-09-17,0
"289","Maine",2022-09-24,0
"290","Maine",2022-10-01,1
"291","Maine",2022-10-08,0
"292","Maine",2022-10-15,0
"293","Maine",2022-10-22,0
"294","Maine",2022-10-29,3
"295","Maine",2022-11-05,3
"296","Maine",2022-11-12,11
"297","Maine",2022-11-19,14
"298","Maine",2022-11-26,34
"299","Maine",2022-12-03,110
"300","Maine",2022-12-10,118
"301","Maryland",2022-09-03,1
"302","Maryland",2022-09-10,3
"303","Maryland",2022-09-17,8
"304","Maryland",2022-09-24,3
"305","Maryland",2022-10-01,9
"306","Maryland",2022-10-08,21
"307","Maryland",2022-10-15,25
"308","Maryland",2022-10-22,49
"309","Maryland",2022-10-29,109
"310","Maryland",2022-11-05,165
"311","Maryland",2022-11-12,224
"312","Maryland",2022-11-19,218
"313","Maryland",2022-11-26,332
"314","Maryland",2022-12-03,405
"315","Maryland",2022-12-10,305
"316","Massachusetts",2022-09-03,7
"317","Massachusetts",2022-09-10,4
"318","Massachusetts",2022-09-17,2
"319","Massachusetts",2022-09-24,4
"320","Massachusetts",2022-10-01,4
"321","Massachusetts",2022-10-08,8
"322","Massachusetts",2022-10-15,7
"323","Massachusetts",2022-10-22,8
"324","Massachusetts",2022-10-29,14
"325","Massachusetts",2022-11-05,31
"326","Massachusetts",2022-11-12,43
"327","Massachusetts",2022-11-19,79
"328","Massachusetts",2022-11-26,221
"329","Massachusetts",2022-12-03,446
"330","Massachusetts",2022-12-10,582
"331","Michigan",2022-09-03,1
"332","Michigan",2022-09-10,10
"333","Michigan",2022-09-17,3
"334","Michigan",2022-09-24,5
"335","Michigan",2022-10-01,4
"336","Michigan",2022-10-08,13
"337","Michigan",2022-10-15,14
"338","Michigan",2022-10-22,17
"339","Michigan",2022-10-29,46
"340","Michigan",2022-11-05,59
"341","Michigan",2022-11-12,90
"342","Michigan",2022-11-19,193
"343","Michigan",2022-11-26,313
"344","Michigan",2022-12-03,486
"345","Michigan",2022-12-10,603
"346","Minnesota",2022-09-03,1
"347","Minnesota",2022-09-10,1
"348","Minnesota",2022-09-17,0
"349","Minnesota",2022-09-24,3
"350","Minnesota",2022-10-01,2
"351","Minnesota",2022-10-08,11
"352","Minnesota",2022-10-15,7
"353","Minnesota",2022-10-22,11
"354","Minnesota",2022-10-29,43
"355","Minnesota",2022-11-05,85
"356","Minnesota",2022-11-12,182
"357","Minnesota",2022-11-19,268
"358","Minnesota",2022-11-26,382
"359","Minnesota",2022-12-03,447
"360","Minnesota",2022-12-10,325
"361","Mississippi",2022-09-03,19
"362","Mississippi",2022-09-10,22
"363","Mississippi",2022-09-17,32
"364","Mississippi",2022-09-24,20
"365","Mississippi",2022-10-01,35
"366","Mississippi",2022-10-08,58
"367","Mississippi",2022-10-15,70
"368","Mississippi",2022-10-22,90
"369","Mississippi",2022-10-29,165
"370","Mississippi",2022-11-05,255
"371","Mississippi",2022-11-12,258
"372","Mississippi",2022-11-19,243
"373","Mississippi",2022-11-26,282
"374","Mississippi",2022-12-03,258
"375","Mississippi",2022-12-10,173
"376","Missouri",2022-09-03,10
"377","Missouri",2022-09-10,4
"378","Missouri",2022-09-17,6
"379","Missouri",2022-09-24,7
"380","Missouri",2022-10-01,14
"381","Missouri",2022-10-08,6
"382","Missouri",2022-10-15,12
"383","Missouri",2022-10-22,23
"384","Missouri",2022-10-29,56
"385","Missouri",2022-11-05,71
"386","Missouri",2022-11-12,115
"387","Missouri",2022-11-19,221
"388","Missouri",2022-11-26,548
"389","Missouri",2022-12-03,859
"390","Missouri",2022-12-10,868
"391","Montana",2022-09-03,0
"392","Montana",2022-09-10,0
"393","Montana",2022-09-17,1
"394","Montana",2022-09-24,0
"395","Montana",2022-10-01,2
"396","Montana",2022-10-08,0
"397","Montana",2022-10-15,0
"398","Montana",2022-10-22,0
"399","Montana",2022-10-29,5
"400","Montana",2022-11-05,5
"401","Montana",2022-11-12,12
"402","Montana",2022-11-19,12
"403","Montana",2022-11-26,50
"404","Montana",2022-12-03,71
"405","Montana",2022-12-10,112
"406","National",2022-09-03,603
"407","National",2022-09-10,623
"408","National",2022-09-17,644
"409","National",2022-09-24,742
"410","National",2022-10-01,896
"411","National",2022-10-08,1331
"412","National",2022-10-15,1694
"413","National",2022-10-22,2380
"414","National",2022-10-29,4353
"415","National",2022-11-05,6571
"416","National",2022-11-12,8848
"417","National",2022-11-19,11427
"418","National",2022-11-26,19848
"419","National",2022-12-03,26257
"420","National",2022-12-10,23951
"421","Nebraska",2022-09-03,8
"422","Nebraska",2022-09-10,4
"423","Nebraska",2022-09-17,7
"424","Nebraska",2022-09-24,9
"425","Nebraska",2022-10-01,11
"426","Nebraska",2022-10-08,22
"427","Nebraska",2022-10-15,9
"428","Nebraska",2022-10-22,14
"429","Nebraska",2022-10-29,16
"430","Nebraska",2022-11-05,28
"431","Nebraska",2022-11-12,21
"432","Nebraska",2022-11-19,43
"433","Nebraska",2022-11-26,62
"434","Nebraska",2022-12-03,100
"435","Nebraska",2022-12-10,129
"436","Nevada",2022-09-03,3
"437","Nevada",2022-09-10,6
"438","Nevada",2022-09-17,8
"439","Nevada",2022-09-24,9
"440","Nevada",2022-10-01,14
"441","Nevada",2022-10-08,37
"442","Nevada",2022-10-15,8
"443","Nevada",2022-10-22,14
"444","Nevada",2022-10-29,12
"445","Nevada",2022-11-05,31
"446","Nevada",2022-11-12,80
"447","Nevada",2022-11-19,157
"448","Nevada",2022-11-26,252
"449","Nevada",2022-12-03,397
"450","Nevada",2022-12-10,375
"451","New Hampshire",2022-09-03,0
"452","New Hampshire",2022-09-10,0
"453","New Hampshire",2022-09-17,3
"454","New Hampshire",2022-09-24,2
"455","New Hampshire",2022-10-01,0
"456","New Hampshire",2022-10-08,0
"457","New Hampshire",2022-10-15,0
"458","New Hampshire",2022-10-22,1
"459","New Hampshire",2022-10-29,0
"460","New Hampshire",2022-11-05,3
"461","New Hampshire",2022-11-12,5
"462","New Hampshire",2022-11-19,7
"463","New Hampshire",2022-11-26,12
"464","New Hampshire",2022-12-03,36
"465","New Hampshire",2022-12-10,73
"466","New Jersey",2022-09-03,9
"467","New Jersey",2022-09-10,13
"468","New Jersey",2022-09-17,9
"469","New Jersey",2022-09-24,19
"470","New Jersey",2022-10-01,17
"471","New Jersey",2022-10-08,28
"472","New Jersey",2022-10-15,31
"473","New Jersey",2022-10-22,32
"474","New Jersey",2022-10-29,76
"475","New Jersey",2022-11-05,183
"476","New Jersey",2022-11-12,309
"477","New Jersey",2022-11-19,324
"478","New Jersey",2022-11-26,581
"479","New Jersey",2022-12-03,892
"480","New Jersey",2022-12-10,712
"481","New Mexico",2022-09-03,21
"482","New Mexico",2022-09-10,7
"483","New Mexico",2022-09-17,4
"484","New Mexico",2022-09-24,9
"485","New Mexico",2022-10-01,12
"486","New Mexico",2022-10-08,27
"487","New Mexico",2022-10-15,22
"488","New Mexico",2022-10-22,29
"489","New Mexico",2022-10-29,56
"490","New Mexico",2022-11-05,97
"491","New Mexico",2022-11-12,154
"492","New Mexico",2022-11-19,159
"493","New Mexico",2022-11-26,190
"494","New Mexico",2022-12-03,371
"495","New Mexico",2022-12-10,421
"496","New York",2022-09-03,21
"497","New York",2022-09-10,14
"498","New York",2022-09-17,20
"499","New York",2022-09-24,12
"500","New York",2022-10-01,29
"501","New York",2022-10-08,38
"502","New York",2022-10-15,49
"503","New York",2022-10-22,49
"504","New York",2022-10-29,107
"505","New York",2022-11-05,206
"506","New York",2022-11-12,300
"507","New York",2022-11-19,508
"508","New York",2022-11-26,871
"509","New York",2022-12-03,1348
"510","New York",2022-12-10,1527
"511","North Carolina",2022-09-03,8
"512","North Carolina",2022-09-10,14
"513","North Carolina",2022-09-17,17
"514","North Carolina",2022-09-24,13
"515","North Carolina",2022-10-01,21
"516","North Carolina",2022-10-08,22
"517","North Carolina",2022-10-15,32
"518","North Carolina",2022-10-22,79
"519","North Carolina",2022-10-29,211
"520","North Carolina",2022-11-05,281
"521","North Carolina",2022-11-12,371
"522","North Carolina",2022-11-19,369
"523","North Carolina",2022-11-26,467
"524","North Carolina",2022-12-03,600
"525","North Carolina",2022-12-10,468
"526","North Dakota",2022-09-03,5
"527","North Dakota",2022-09-10,0
"528","North Dakota",2022-09-17,0
"529","North Dakota",2022-09-24,1
"530","North Dakota",2022-10-01,0
"531","North Dakota",2022-10-08,0
"532","North Dakota",2022-10-15,2
"533","North Dakota",2022-10-22,1
"534","North Dakota",2022-10-29,2
"535","North Dakota",2022-11-05,5
"536","North Dakota",2022-11-12,10
"537","North Dakota",2022-11-19,12
"538","North Dakota",2022-11-26,28
"539","North Dakota",2022-12-03,49
"540","North Dakota",2022-12-10,55
"541","Ohio",2022-09-03,13
"542","Ohio",2022-09-10,16
"543","Ohio",2022-09-17,5
"544","Ohio",2022-09-24,12
"545","Ohio",2022-10-01,17
"546","Ohio",2022-10-08,18
"547","Ohio",2022-10-15,32
"548","Ohio",2022-10-22,39
"549","Ohio",2022-10-29,115
"550","Ohio",2022-11-05,211
"551","Ohio",2022-11-12,244
"552","Ohio",2022-11-19,329
"553","Ohio",2022-11-26,646
"554","Ohio",2022-12-03,966
"555","Ohio",2022-12-10,938
"556","Oklahoma",2022-09-03,9
"557","Oklahoma",2022-09-10,10
"558","Oklahoma",2022-09-17,9
"559","Oklahoma",2022-09-24,8
"560","Oklahoma",2022-10-01,6
"561","Oklahoma",2022-10-08,7
"562","Oklahoma",2022-10-15,17
"563","Oklahoma",2022-10-22,36
"564","Oklahoma",2022-10-29,59
"565","Oklahoma",2022-11-05,46
"566","Oklahoma",2022-11-12,85
"567","Oklahoma",2022-11-19,177
"568","Oklahoma",2022-11-26,426
"569","Oklahoma",2022-12-03,826
"570","Oklahoma",2022-12-10,899
"571","Oregon",2022-09-03,0
"572","Oregon",2022-09-10,1
"573","Oregon",2022-09-17,1
"574","Oregon",2022-09-24,1
"575","Oregon",2022-10-01,1
"576","Oregon",2022-10-08,1
"577","Oregon",2022-10-15,2
"578","Oregon",2022-10-22,6
"579","Oregon",2022-10-29,5
"580","Oregon",2022-11-05,46
"581","Oregon",2022-11-12,45
"582","Oregon",2022-11-19,129
"583","Oregon",2022-11-26,406
"584","Oregon",2022-12-03,546
"585","Oregon",2022-12-10,644
"586","Pennsylvania",2022-09-03,40
"587","Pennsylvania",2022-09-10,35
"588","Pennsylvania",2022-09-17,29
"589","Pennsylvania",2022-09-24,35
"590","Pennsylvania",2022-10-01,53
"591","Pennsylvania",2022-10-08,59
"592","Pennsylvania",2022-10-15,76
"593","Pennsylvania",2022-10-22,97
"594","Pennsylvania",2022-10-29,179
"595","Pennsylvania",2022-11-05,238
"596","Pennsylvania",2022-11-12,366
"597","Pennsylvania",2022-11-19,438
"598","Pennsylvania",2022-11-26,825
"599","Pennsylvania",2022-12-03,1330
"600","Pennsylvania",2022-12-10,1226
"601","Puerto Rico",2022-09-03,29
"602","Puerto Rico",2022-09-10,39
"603","Puerto Rico",2022-09-17,49
"604","Puerto Rico",2022-09-24,50
"605","Puerto Rico",2022-10-01,41
"606","Puerto Rico",2022-10-08,41
"607","Puerto Rico",2022-10-15,56
"608","Puerto Rico",2022-10-22,54
"609","Puerto Rico",2022-10-29,76
"610","Puerto Rico",2022-11-05,106
"611","Puerto Rico",2022-11-12,97
"612","Puerto Rico",2022-11-19,91
"613","Puerto Rico",2022-11-26,97
"614","Puerto Rico",2022-12-03,87
"615","Puerto Rico",2022-12-10,108
"616","Rhode Island",2022-09-03,0
"617","Rhode Island",2022-09-10,0
"618","Rhode Island",2022-09-17,0
"619","Rhode Island",2022-09-24,0
"620","Rhode Island",2022-10-01,1
"621","Rhode Island",2022-10-08,1
"622","Rhode Island",2022-10-15,0
"623","Rhode Island",2022-10-22,2
"624","Rhode Island",2022-10-29,0
"625","Rhode Island",2022-11-05,3
"626","Rhode Island",2022-11-12,6
"627","Rhode Island",2022-11-19,3
"628","Rhode Island",2022-11-26,16
"629","Rhode Island",2022-12-03,26
"630","Rhode Island",2022-12-10,51
"631","South Carolina",2022-09-03,14
"632","South Carolina",2022-09-10,8
"633","South Carolina",2022-09-17,8
"634","South Carolina",2022-09-24,18
"635","South Carolina",2022-10-01,18
"636","South Carolina",2022-10-08,38
"637","South Carolina",2022-10-15,37
"638","South Carolina",2022-10-22,88
"639","South Carolina",2022-10-29,163
"640","South Carolina",2022-11-05,258
"641","South Carolina",2022-11-12,254
"642","South Carolina",2022-11-19,215
"643","South Carolina",2022-11-26,233
"644","South Carolina",2022-12-03,223
"645","South Carolina",2022-12-10,157
"646","South Dakota",2022-09-03,7
"647","South Dakota",2022-09-10,7
"648","South Dakota",2022-09-17,7
"649","South Dakota",2022-09-24,7
"650","South Dakota",2022-10-01,10
"651","South Dakota",2022-10-08,10
"652","South Dakota",2022-10-15,13
"653","South Dakota",2022-10-22,12
"654","South Dakota",2022-10-29,9
"655","South Dakota",2022-11-05,9
"656","South Dakota",2022-11-12,13
"657","South Dakota",2022-11-19,28
"658","South Dakota",2022-11-26,63
"659","South Dakota",2022-12-03,70
"660","South Dakota",2022-12-10,102
"661","Tennessee",2022-09-03,17
"662","Tennessee",2022-09-10,24
"663","Tennessee",2022-09-17,20
"664","Tennessee",2022-09-24,35
"665","Tennessee",2022-10-01,41
"666","Tennessee",2022-10-08,41
"667","Tennessee",2022-10-15,65
"668","Tennessee",2022-10-22,94
"669","Tennessee",2022-10-29,130
"670","Tennessee",2022-11-05,261
"671","Tennessee",2022-11-12,317
"672","Tennessee",2022-11-19,300
"673","Tennessee",2022-11-26,534
"674","Tennessee",2022-12-03,660
"675","Tennessee",2022-12-10,474
"676","Texas",2022-09-03,83
"677","Texas",2022-09-10,121
"678","Texas",2022-09-17,122
"679","Texas",2022-09-24,128
"680","Texas",2022-10-01,137
"681","Texas",2022-10-08,239
"682","Texas",2022-10-15,329
"683","Texas",2022-10-22,509
"684","Texas",2022-10-29,744
"685","Texas",2022-11-05,984
"686","Texas",2022-11-12,1129
"687","Texas",2022-11-19,1230
"688","Texas",2022-11-26,1929
"689","Texas",2022-12-03,2139
"690","Texas",2022-12-10,1791
"691","Utah",2022-09-03,1
"692","Utah",2022-09-10,1
"693","Utah",2022-09-17,0
"694","Utah",2022-09-24,1
"695","Utah",2022-10-01,0
"696","Utah",2022-10-08,2
"697","Utah",2022-10-15,1
"698","Utah",2022-10-22,8
"699","Utah",2022-10-29,11
"700","Utah",2022-11-05,5
"701","Utah",2022-11-12,14
"702","Utah",2022-11-19,8
"703","Utah",2022-11-26,29
"704","Utah",2022-12-03,36
"705","Utah",2022-12-10,62
"706","Vermont",2022-09-03,1
"707","Vermont",2022-09-10,0
"708","Vermont",2022-09-17,0
"709","Vermont",2022-09-24,0
"710","Vermont",2022-10-01,0
"711","Vermont",2022-10-08,1
"712","Vermont",2022-10-15,1
"713","Vermont",2022-10-22,0
"714","Vermont",2022-10-29,1
"715","Vermont",2022-11-05,1
"716","Vermont",2022-11-12,0
"717","Vermont",2022-11-19,2
"718","Vermont",2022-11-26,15
"719","Vermont",2022-12-03,34
"720","Vermont",2022-12-10,51
"721","Virgin Islands",2022-09-03,0
"722","Virgin Islands",2022-09-10,0
"723","Virgin Islands",2022-09-17,0
"724","Virgin Islands",2022-09-24,0
"725","Virgin Islands",2022-10-01,0
"726","Virgin Islands",2022-10-08,0
"727","Virgin Islands",2022-10-15,0
"728","Virgin Islands",2022-10-22,0
"729","Virgin Islands",2022-10-29,0
"730","Virgin Islands",2022-11-05,0
"731","Virgin Islands",2022-11-12,0
"732","Virgin Islands",2022-11-19,0
"733","Virgin Islands",2022-11-26,0
"734","Virgin Islands",2022-12-03,0
"735","Virgin Islands",2022-12-10,0
"736","Virginia",2022-09-03,29
"737","Virginia",2022-09-10,20
"738","Virginia",2022-09-17,27
"739","Virginia",2022-09-24,18
"740","Virginia",2022-10-01,30
"741","Virginia",2022-10-08,50
"742","Virginia",2022-10-15,52
"743","Virginia",2022-10-22,89
"744","Virginia",2022-10-29,186
"745","Virginia",2022-11-05,315
"746","Virginia",2022-11-12,339
"747","Virginia",2022-11-19,273
"748","Virginia",2022-11-26,440
"749","Virginia",2022-12-03,471
"750","Virginia",2022-12-10,341
"751","Washington",2022-09-03,8
"752","Washington",2022-09-10,10
"753","Washington",2022-09-17,15
"754","Washington",2022-09-24,10
"755","Washington",2022-10-01,8
"756","Washington",2022-10-08,17
"757","Washington",2022-10-15,17
"758","Washington",2022-10-22,20
"759","Washington",2022-10-29,35
"760","Washington",2022-11-05,42
"761","Washington",2022-11-12,105
"762","Washington",2022-11-19,270
"763","Washington",2022-11-26,605
"764","Washington",2022-12-03,716
"765","Washington",2022-12-10,592
"766","West Virginia",2022-09-03,1
"767","West Virginia",2022-09-10,0
"768","West Virginia",2022-09-17,1
"769","West Virginia",2022-09-24,1
"770","West Virginia",2022-10-01,1
"771","West Virginia",2022-10-08,5
"772","West Virginia",2022-10-15,12
"773","West Virginia",2022-10-22,23
"774","West Virginia",2022-10-29,66
"775","West Virginia",2022-11-05,84
"776","West Virginia",2022-11-12,130
"777","West Virginia",2022-11-19,135
"778","West Virginia",2022-11-26,209
"779","West Virginia",2022-12-03,320
"780","West Virginia",2022-12-10,237
"781","Wisconsin",2022-09-03,2
"782","Wisconsin",2022-09-10,0
"783","Wisconsin",2022-09-17,0
"784","Wisconsin",2022-09-24,4
"785","Wisconsin",2022-10-01,1
"786","Wisconsin",2022-10-08,1
"787","Wisconsin",2022-10-15,6
"788","Wisconsin",2022-10-22,8
"789","Wisconsin",2022-10-29,17
"790","Wisconsin",2022-11-05,34
"791","Wisconsin",2022-11-12,50
"792","Wisconsin",2022-11-19,109
"793","Wisconsin",2022-11-26,257
"794","Wisconsin",2022-12-03,474
"795","Wisconsin",2022-12-10,469
"796","Wyoming",2022-09-03,0
"797","Wyoming",2022-09-10,0
"798","Wyoming",2022-09-17,0
"799","Wyoming",2022-09-24,0
